choice_id;question_id;choice_label;choice_text_md;is_correct;sort_order;feedback_md;match_role;match_choice_id;group_label
C0285;Q0062;A;10 mm2.;true;1;A forrás szerint ez a minimum.;;;
C0286;Q0062;B;6 mm2.;false;2;Ez kevés lenne.;;;
C0287;Q0062;C;16 mm2.;false;3;Ez nagyobb a szükségesnél.;;;
C0288;Q0062;D;4 mm2.;false;4;Ez kevés lenne.;;;
C0289;Q0063;A;Igen, megfelelő.;true;1;A megadott hurokimpedancia megfelelő.;;;
C0290;Q0063;B;Nem megfelelő.;false;2;Ez az érték még megfelelő a megadott védelemhez.;;;
C0291;Q0064;A;2,17 A.;true;1;A háromfázisú képletből ez adódik.;;;
C0292;Q0064;B;3,26 A.;false;2;Ez az egyfázisú számítás eredménye lenne.;;;
C0293;Q0064;C;16,2 A.;false;3;Ez nem stimmel.;;;
C0294;Q0064;D;25,3 A.;false;4;Ez nem stimmel.;;;
C0295;Q0065;A;Mert az áram-védőkapcsoló a hibavédelem hatékonyságát növeli.;true;1;Ez a helyes indoklás.;;;
C0296;Q0065;B;Mert ebben a rendszerben nem kell védővezetőt használni.;false;2;A védővezetőre továbbra is szükség van.;;;
C0297;Q0065;C;Mert a hurokimpedancia értéke nagy is lehet, és az ÁVK segít a védelemben.;false;3;Ez a háttér, de nem külön válaszlehetőségként szerepel.;;;
C0298;Q0065;D;Mert a nullavezetőt védővezetőként lehet használni.;false;4;Ez nem igaz.;;;
C0299;Q0066;A;A zárlati szilárdságot, azaz a megszakítóképességet jelenti.;true;1;A 6000 erre utal.;;;
C0300;Q0066;B;A névleges áramerősséget jelenti.;false;2;Ez a 10 A.;;;
C0301;Q0066;C;A kioldási karakterisztikát jelenti.;false;3;Ez a B/C/D jelölés.;;;
C0302;Q0066;D;A névleges feszültséget jelenti.;false;4;Ez a 230/400 V.;;;
C0303;Q0067;A;230/400 V váltakozó feszültségre való.;true;1;Ez helyes.;;;
C0304;Q0067;B;10 A névleges áramerősségű.;true;2;Ez helyes.;;;
C0305;Q0067;C;B karakterisztikájú.;true;3;Ez helyes.;;;
C0306;Q0067;D;6 kA zárlati szilárdságú.;true;4;Ez helyes.;;;
C0307;Q0067;E;400 V egyenfeszültségre is így kell értelmezni.;false;5;Ez nem helyes.;;;
C0308;Q0068;A;Minden fogyasztóra azonos nagyságú feszültség jut.;true;1;Ez a párhuzamos kapcsolás alapja.;;;
C0309;Q0068;B;A fogyasztók számának növelésével nő az áramfelvétel.;true;2;Ez helyes.;;;
C0310;Q0068;C;A fogyasztók eredő ellenállása a legkisebbnél is kisebb lesz.;true;3;Ez helyes.;;;
C0311;Q0068;D;Azonos fogyasztók esetén az egyes fogyasztók feszültsége feleződik.;false;4;Ez soros kapcsolásra igaz.;;;
C0312;Q0068;E;Párhuzamos kapcsolásnál csak egy áramút alakul ki.;false;5;Ez nem igaz.;;;
C0313;Q0069;A;Az áram-védőkapcsoló a hibavédelem hatékonyságát növeli.;true;1;Ez a helyes feladatköre.;;;
C0314;Q0069;B;Az áram-védőkapcsoló önálló hibavédelmi mód.;false;2;A kérdés szerint nem ez a helyes válasz.;;;
C0315;Q0069;C;Az áram-védőkapcsoló csak túláramvédelemre való.;false;3;Ez nem igaz.;;;
C0316;Q0069;D;Az áram-védőkapcsoló a vezeték színét ellenőrzi.;false;4;Ez nem a feladata.;;;
C0317;Q0070;A;3 vezeték.;false;1;Ez nem egyezik a forrással.;;;
C0318;Q0070;B;4 vezeték.;false;2;Ez nem egyezik a forrással.;;;
C0319;Q0070;C;6 vezeték.;true;3;A B jelű szakaszon 6 vezeték van.;;;
C0320;Q0070;D;5 vezeték.;false;4;Ez nem egyezik a forrással.;;;
C0321;Q0071;A;Minden fogyasztóra azonos nagyságú feszültség jut.;true;1;Ez a párhuzamos kapcsolás alapja.;;;
C0322;Q0071;B;A vezetékek keresztmetszete nem függ az áramerősségtől.;false;2;A keresztmetszetet az áramerősség igenis befolyásolja.;;;
C0323;Q0071;C;A párhuzamosan kapcsolt fogyasztók esetében csak egy áramutat alakítanak ki.;false;3;Párhuzamos kapcsolásnál több áramút van.;;;
C0324;Q0071;D;Párhuzamosan kapcsolt fogyasztók számának növelésével az eredő ohmos ellenállás növelhető.;false;4;Az eredő ellenállás csökken.;;;
C0325;Q0071;E;Párhuzamosan kapcsolt fogyasztók számának növelésével a hálózatból az áramfelvétel nő.;true;5;Ez a helyes állítás.;;;
C0326;Q0071;F;Kettő azonos nagyságú párhuzamosan kapcsolt fogyasztó esetén az egyes fogyasztók feszültsége a tápláló feszültség fele.;false;6;Párhuzamos kapcsolásnál mindkettőn teljes feszültség van.;;;
C0327;Q0071;G;Párhuzamosan kapcsolt fogyasztóknál, több áramút esetében, a lakáselosztó táblán legalább annyi túláramvédelmi eszközt kell elhelyezni, ahány áramút van kialakítva.;true;7;Ez helyes.;;;
C0328;Q0071;H;A párhuzamosan kapcsolt fogyasztók eredő ohmos ellenállása mindig kisebb a legkisebb ohmos ellenállás értékénél.;true;8;Ez helyes.;;;
C0329;Q0072;A;Védővezető csatlakoztatásra alkalmas berendezés.;false;1;II. osztályú berendezésnél ez nem igaz.;;;
C0330;Q0072;B;Földelni tilos.;true;2;Ez a helyes állítás.;;;
C0331;Q0072;C;Kettős négyzet által határolt négyzet jelöli.;true;3;Ez a jelölése.;;;
C0332;Q0072;D;Csak TN-C-S rendszerben használható.;false;4;Nem csak ebben a rendszerben használható.;;;
C0333;Q0072;E;Csak törpefeszültségű berendezés lehet.;false;5;Nem csak törpefeszültségű lehet.;;;
C0334;Q0072;F;Kisfeszültségű betáplálású berendezés lehet.;true;6;Ez helyes.;;;
C0335;Q0072;G;IP45 védettségi fokozatnál csak magasabb fokozatú lehet.;false;7;Ez nem a II. osztály meghatározása.;;;
C0336;Q0072;H;A megerősített szigeteléssel ellátott elektromos eszközöket is ide soroljuk.;true;8;Ez helyes.;;;
C0337;Q0073;A;Fémesen össze kell kötni az N és PE sínt.;false;1;A szétválasztás után nem ez a helyes megoldás.;;;
C0338;Q0073;B;Fémesen nem szabad összekötni az N és PE sínt.;true;2;Ez a helyes megállapítás.;;;
C0339;Q0073;C;Csak az ÁVK előtt szabad összekötni őket.;false;3;A kérdés az elosztótáblán belüli helyzetre vonatkozik, és itt nem így kell eljárni.;;;
C0340;Q0073;D;Az ÁVK működését ez nem befolyásolja.;false;4;Az összekötés igenis befolyásolná a működést.;;;
C0341;Q0074;A;7666 ohm.;true;1;30 mA esetén ez a határérték nagyságrendje.;;;
C0342;Q0074;B;230 ohm.;false;2;Ez nem helyes.;;;
C0343;Q0074;C;12,5 ohm.;false;3;Ez egy másik feladat értéke.;;;
C0344;Q0074;D;50 ohm.;false;4;Ez nem a megfelelő érték.;;;
C0345;Q0075;A;Teljes leválasztás.;true;1;Ez az első lépés.;;;
C0346;Q0075;B;Visszakapcsolás megakadályozása.;false;2;Ez későbbi lépés.;;;
C0347;Q0075;C;Földelés, rövidre zárás.;false;3;Ez később következik.;;;
C0348;Q0075;D;Feszültség nélküli állapot ellenőrzése.;false;4;Ez nem az első lépés.;;;
C0349;Q0076;A;Kétpólusú kapcsoló.;false;1;Ez nem a két billentyűs, két áramkörös megoldás.;;;
C0350;Q0076;B;Váltókapcsoló.;false;2;Ez más kapcsolótípus.;;;
C0351;Q0076;C;Két áramkörös, csillárkapcsoló.;true;3;Ez a helyes megnevezés.;;;
C0352;Q0076;D;Nyomógomb.;false;4;Ez nem ez a kapcsolótípus.;;;
C0353;Q0077;A;IΔn = 0,03 A az érzékenységet jelöli.;true;1;Ez a helyes jelölés.;;;
C0354;Q0077;B;AC az áramnemet jelöli.;true;2;Ez a helyes jelölés.;;;
C0355;Q0077;C;ABB a gyártót jelöli.;true;3;Ez a helyes jelölés.;;;
C0356;Q0077;D;25 A a névleges áramot jelöli.;true;4;Ez a helyes jelölés.;;;
C0357;Q0077;E;Im = 1000 A a maximális megszakítóképességet jelöli.;true;5;Ez a helyes jelölés.;;;
C0358;Q0077;F;Un = 230 V a névleges feszültséget jelöli.;true;6;Ez a helyes jelölés.;;;
C0359;Q0077;G;F 202 a típust jelöli.;true;7;Ez a helyes jelölés.;;;
C0360;Q0077;H;50 Hz a névleges frekvenciát jelöli.;false;8;Ez nem szerepel a forrásban.;;;
C0362;Q0078;B;Előkészületi munkák;false;1;;;;
C0364;Q0078;D;Nyomvonal kijelölése;false;2;;;;
C0366;Q0078;F;Horony- és fészekvésés;false;3;;;;
C0361;Q0078;A;Kötő- és szerelvénydobozok, beépítése;false;4;;;;
C0368;Q0078;H;Műanyag védőcsövek horonyba fektetése;false;5;;;;
C0369;Q0078;I;Hornyok elvakolása;false;6;;;;
C0367;Q0078;G;Vezetékek leszabása és behúzása;false;7;;;;
C0363;Q0078;C;Vezetékek azonosítása, kötések elkészítése;false;8;;;;
C0365;Q0078;E;Szerelői ellenőrzés, üzembe helyezés;false;9;;;;
C0370;Q0079;A;IΔn = 0,03 A;false;1;;left;C0377;
C0371;Q0079;B;AC;false;2;;left;C0378;
C0372;Q0079;C;ABB;false;3;;left;C0379;
C0373;Q0079;D;25 A;false;4;;left;C0380;
C0374;Q0079;E;Im = 1000 A;false;5;;left;C0381;
C0375;Q0079;F;Un = ~230 V;false;6;;left;C0382;
C0376;Q0079;G;F 202;false;7;;left;C0383;
C0377;Q0079;1;érzékenység;false;1;;right;;
C0378;Q0079;2;áramnem;false;2;;right;;
C0379;Q0079;3;gyártó;false;3;;right;;
C0380;Q0079;4;névleges áram;false;4;;right;;
C0381;Q0079;5;maximális megszakítóképesség;false;5;;right;;
C0382;Q0079;6;névleges feszültség;false;6;;right;;
C0383;Q0079;7;típus;false;7;;right;;
C0384;Q0080;A;Barna;false;1;;;;fázisvezető
C0385;Q0080;B;Fekete;false;2;;;;fázisvezető
C0386;Q0080;C;Szürke;false;3;;;;fázisvezető
C0387;Q0080;D;Kék;false;4;;;;nullavezető
C0388;Q0081;A;A zárlati szilárdságot, azaz a megszakítóképességet jelenti.;true;1;;;;
C0389;Q0081;B;A névleges áramerősséget jelenti.;false;2;;;;
C0390;Q0081;C;A kioldási karakterisztikát jelenti.;false;3;;;;
C0391;Q0081;D;A névleges feszültséget jelenti.;false;4;;;;
C0392;Q0083;A;Igaz.;true;1;;;;
C0393;Q0083;B;Hamis.;false;2;;;;
C0394;Q0084;A;Igaz.;false;1;;;;
C0395;Q0084;B;Hamis.;true;2;;;;
C0396;Q0085;A;Igaz.;false;1;;;;
C0397;Q0085;B;Hamis.;true;2;;;;
C0398;Q0086;A;Igaz.;false;1;;;;
C0399;Q0086;B;Hamis.;true;2;;;;
C0400;Q0087;A;Igaz.;true;1;;;;
C0401;Q0087;B;Hamis.;false;2;;;;
C0402;Q0088;A;Igaz.;true;1;;;;
C0403;Q0088;B;Hamis.;false;2;;;;
C0404;Q0089;A;Igaz.;false;1;;;;
C0405;Q0089;B;Hamis.;true;2;;;;
C0406;Q0090;A;Igaz.;false;1;;;;
C0407;Q0090;B;Hamis.;true;2;;;;
C0408;Q0080;E;Zöld-sárga;false;5;;;;védővezető
C0409;Q0091;A;Motorvezérlő központ;true;1;Ez látható a fotón.;;;
C0410;Q0091;B;Fogyasztásmérő szekrény;false;2;Ez másféle szekrény.;;;
C0411;Q0091;C;Kábelátvezető tömszelence;false;3;Ez egy kisebb szerelvény.;;;
C0412;Q0091;D;Kötődoboz;false;4;Ez egy egyszerűbb doboz.;;;
C0413;Q0092;A;Igaz.;true;1;;;;
C0414;Q0092;B;Hamis.;false;2;;;;
C0415;Q0093;A;a;false;1;;;;
C0416;Q0093;B;b;false;2;;;;
C0417;Q0093;C;c;false;3;;;;
C0418;Q0093;D;d;false;4;;;;
C0419;Q0093;E;e;true;5;;;;
C0420;Q0094;A;Előkészületi munkák, eszközök előkészítése, ellenőrzése;false;1;;;;
C0421;Q0094;B;Nyomvonal kijelölése;false;2;;;;
C0422;Q0094;C;Horony- és fészekvésés;false;3;;;;
C0423;Q0094;D;Kötő- és szerelvénydobozok beépítése;false;4;;;;
C0424;Q0094;E;Műanyag védőcsövek horonyba fektetése;false;5;;;;
C0425;Q0094;F;Hornyok elvakolása;false;6;;;;
C0426;Q0094;G;Vezetékek leszabása és behúzása;false;7;;;;
C0427;Q0094;H;Vezetékek azonosítása, kötések elkészítése;false;8;;;;
C0428;Q0094;I;Szerelői ellenőrzés, üzembe helyezés;false;9;;;;
C0429;Q0095;A;A kismegszakító névleges feszültsége 230/400 V váltakozó feszültség.;true;1;;;;
C0430;Q0095;B;A 6000 érték a zárlati szilárdságra utal.;true;2;;;;
C0431;Q0095;C;A kismegszakító névleges árama 10 A.;true;3;;;;
C0432;Q0095;D;A kismegszakító B kioldási karakterisztikájú.;true;4;;;;
C0433;Q0095;E;A CE jelölés a névleges áramerősséget mutatja.;false;5;;;;
C0434;Q0098;A;egyfázisú dugaszolóaljzat;false;1;;;;dugalj
C0435;Q0098;B;kettős egyfázisú dugaszolóaljzat;false;2;;;;dugalj
C0436;Q0098;C;hárompólusú kapcsoló;false;3;;;;kapcsoló
C0437;Q0098;D;nyomógomb;false;4;;;;kapcsoló
C0438;Q0098;E;mozgásérzékelős világítótest;false;5;;;;világítás
C0439;Q0098;F;fénycsöves lámpatest;false;6;;;;világítás
C0440;Q0099;A;váltókapcsoló;true;1;A rajzon a két váltókapcsoló látható.;;;
C0441;Q0099;B;kétpólusú kapcsoló;false;2;Ez más kapcsolótípus.;;;
C0442;Q0099;C;nyomógomb;false;3;A nyomógomb jelölése eltérő.;;;
C0443;Q0099;D;hárompólusú kapcsoló;false;4;Ez nem ez a rajzelem.;;;
C0444;Q0100;A;Igaz.;true;1;;;;
C0445;Q0100;B;Hamis.;false;2;;;;
C0446;Q0101;A;230 V;true;1;;;;
C0447;Q0101;B;400 V;false;2;;;;
C0448;Q0101;C;50 V;false;3;;;;
C0449;Q0101;D;12 V;false;4;;;;
C0450;Q0104;A;a motor névleges áramára;true;1;;;;
C0451;Q0104;B;a motor névleges áramának 1,2-szeresére;false;2;;;;
C0452;Q0104;C;a motor névleges áramának 0,8-szorosára;false;3;;;;
C0453;Q0104;D;a motor névleges áramának 2-szeresére;false;4;;;;
C0454;Q0105;A;védővezető csatlakoztatásra alkalmas berendezés;false;1;;;;
C0455;Q0105;B;földelni tilos;true;2;;;;
C0456;Q0105;C;kettős négyzet jelöli;true;3;;;;
C0457;Q0105;D;csak TN-C-S rendszerben használható;false;4;;;;
C0458;Q0105;E;csak törpefeszültségű berendezés lehet;false;5;;;;
C0459;Q0105;F;kisfeszültségű betáplálású berendezés lehet;true;6;;;;
C0460;Q0105;G;IP45 védettségi fokozatnál csak magasabb fokozatú lehet;false;7;;;;
C0461;Q0105;H;a megerősített szigeteléssel ellátott elektromos eszközöket is ide soroljuk;true;8;;;;
C0462;Q0106;A;Igaz.;true;1;;;;
C0463;Q0106;B;Hamis.;false;2;;;;
C0464;Q0107;A;azért, mert nem kell ebben a rendszerben védővezetőt használni;false;1;;;;
C0465;Q0107;B;azért, mert a hurokimpedancia maximális értéke nagy értékű lehet, és az áram-védőkapcsolón átvezetve a védővezetőt, az növeli a hibavédelem hatékonyságát;false;2;;;;
C0466;Q0107;C;azért, mert a hurokimpedancia maximális értéke nagy értékű lehet, és az áram-védőkapcsoló növeli a hibavédelem hatékonyságát;true;3;;;;
C0467;Q0107;D;azért, mert az áram-védőkapcsoló növeli a túláramvédelem hatékonyságát;false;4;;;;
C0468;Q0108;A;3.25;true;1;;;;
C0469;Q0108;B;2.50;false;2;;;;
C0470;Q0108;C;4.80;false;3;;;;
C0471;Q0108;D;6.00;false;4;;;;
C0472;Q0110;A;Igen, mert a mért érték kisebb a megengedettnél.;true;1;;;;
C0473;Q0110;B;Igen, mert a mért érték nagyobb a megengedettnél.;false;2;;;;
C0474;Q0110;C;Nem, mert a mért érték kisebb a megengedettnél.;false;3;;;;
C0475;Q0110;D;Nem, mert a mért érték nagyobb a megengedettnél.;false;4;;;;
C0476;Q0111;A;Teljes leválasztás;false;1;;;;
C0477;Q0111;B;Visszakapcsolás megakadályozása;false;2;;;;
C0478;Q0111;C;Feszültség nélküli állapot ellenőrzése;false;3;;;;
C0479;Q0111;D;Földelés, rövidre zárás;false;4;;;;
C0480;Q0111;E;Feszültség alatt maradó részek elhatárolása;false;5;;;;
C0481;Q0112;A;egyfázisú dugaszolóaljzat;false;1;;;;dugalj
C0482;Q0112;B;kettős egyfázisú dugaszolóaljzat;false;2;;;;dugalj
C0483;Q0112;C;hármas elosztó;false;3;;;;dugalj
C0484;Q0112;D;ötpólusú háromfázisú dugaszolóaljzat;false;4;;;;dugalj
C0485;Q0112;E;kétpólusú kapcsoló;false;5;;;;kapcsoló
C0486;Q0112;F;hárompólusú kapcsoló;false;6;;;;kapcsoló
C0487;Q0112;G;két áramkörös kapcsoló;false;7;;;;kapcsoló
C0488;Q0112;H;egy áramkörös világítótest;false;8;;;;világítás
C0489;Q0112;I;mozgásérzékelős világítótest;false;9;;;;világítás
C0490;Q0112;J;fénycsöves lámpatest;false;10;;;;világítás
C0491;Q0113;A;8;true;1;;;;
C0492;Q0113;B;7;false;2;;;;
C0493;Q0113;C;6;false;3;;;;
C0494;Q0113;D;9;false;4;;;;
C0495;Q0114;A;minőségi energiaszolgáltatás biztosítása;true;1;;;;
C0496;Q0114;B;a vezeték melegedésének és tűzveszélyének korlátozása;true;2;;;;
C0497;Q0114;C;gazdaságos keresztmetszet-választás;true;3;;;;
C0498;Q0114;D;a kapcsolók számának növelése;false;4;;;;
C0499;Q0114;E;a vezeték színjelölésének egységesítése;false;5;;;;
C0500;Q0115;A;Kiszámítjuk a fogyasztók teljesítményfelvételét.;false;1;;;;
C0501;Q0115;B;Meghatározzuk a hálózatot terhelő áramerősséget.;false;2;;;;
C0502;Q0115;C;Kiszámítjuk a megengedett feszültségesés fázisértékét.;false;3;;;;
C0503;Q0115;D;Meghatározzuk a szükséges keresztmetszetet.;false;4;;;;
C0504;Q0115;E;Kiválasztjuk a következő nagyobb szabványos keresztmetszetet.;false;5;;;;
C0505;Q0116;A;vakolat alatti védőcsőbe húzott egyszerű vezeték;false;1;;;;A
C0506;Q0116;B;5 db egyszerű vezeték szabadon szerelt védőcsőben;false;2;;;;A
C0507;Q0116;C;9 db egyszerű vezeték kötegelve szerelt állapotban;false;3;;;;A
C0508;Q0116;D;vakolatba fektetett vagy falra ragasztott vezeték;false;4;;;;B
C0509;Q0116;E;egyszerű vezeték szabadon szerelve;false;5;;;;C
C0510;Q0116;F;5 db egyszerű vezeték szabadon szerelt védőcsőben, ha 10 mm távolságra több védőcső vagy csatorna halad párhuzamosan;false;6;;;;B
C0511;Q0117;A;A táppontot a fogyasztóval közvetlenül összekötő vezeték, amelyen csak a végén van terhelés.;true;1;;;;
C0512;Q0117;B;Olyan vezeték, amelynek közbenső pontjain is több fogyasztó csatlakozhat.;false;2;;;;
C0513;Q0117;C;A fogyasztói készülékek belső összekötő vezetéke.;false;3;;;;
C0514;Q0117;D;Csak védőföldelésre szolgáló vezeték.;false;4;;;;
C0515;Q0118;A;gL/gG;false;1;;left;C0519;
C0516;Q0118;B;aM/gM;false;2;;left;C0520;
C0517;Q0118;C;gR/aR;false;3;;left;C0521;
C0518;Q0118;D;gTr;false;4;;left;C0522;
C0519;Q0118;1;vezetékek;false;1;;right;;
C0520;Q0118;2;motorok;false;2;;right;;
C0521;Q0118;3;félvezetők;false;3;;right;;
C0522;Q0118;4;transzformátorok;false;4;;right;;
C0523;Q0119;A;A hibás berendezésrész kapcsolódjon ki, a többi maradjon üzemben.;true;1;;;;
C0524;Q0119;B;Minden készülék egyszerre kapcsoljon le túlterheléskor.;false;2;;;;
C0525;Q0119;C;A védelmek azonos karakterisztikáját jelenti.;false;3;;;;
C0526;Q0119;D;A vezetékszín szerinti elkülönítést.;false;4;;;;
C0527;Q0120;A;true;true;1;;;;
C0528;Q0120;B;false;false;2;;;;
C0529;Q0121;A;felfogó;false;1;;;;
C0530;Q0121;B;levezető;false;2;;;;
C0531;Q0121;C;földelő;false;3;;;;
C0532;Q0122;A;1. osztályú;false;1;;left;C0535;
C0533;Q0122;B;2. osztályú;false;2;;left;C0536;
C0534;Q0122;C;3. osztályú;false;3;;left;C0537;
C0535;Q0122;1;nagy energiájú részvillámáramok levezetése;false;1;;right;;
C0536;Q0122;2;energiájuktól megfosztott túlfeszültségek korlátozása;false;2;;right;;
C0537;Q0122;3;további korlátozás, finomvédelem;false;3;;right;;
C0538;Q0123;A;true;false;1;;;;
C0539;Q0123;B;false;true;2;;;;
C0540;Q0125;A;fogyasztásmérő szekrény;false;1;;left;C0545;
C0541;Q0125;B;energiaelosztó szekrény;false;2;;left;C0546;
C0542;Q0125;C;motorvezérlő központ (MCC);false;3;;left;C0547;
C0543;Q0125;D;rackrendszerű szekrény;false;4;;left;C0548;
C0544;Q0125;E;túlnyomásos szekrény;false;5;;left;C0549;
C0545;Q0125;1;moduláris, zárópecsételhető, mérőállás leolvasható;false;1;;right;;
C0546;Q0125;2;125 A és 6300 A közötti energiaelosztás;false;2;;right;;
C0547;Q0125;3;fiókszerű, hot-swappable modulok;false;3;;right;;
C0548;Q0125;4;"19""-os vázas, 1U egységben mérhető";false;4;;right;;
C0549;Q0125;5;Ex p, öblítő- és nyomásfokozó egységgel;false;5;;right;;
C0550;Q0126;A;a napsugárzás, a hőterhelés és a mechanikai igénybevétel is számít;true;1;;;;
C0551;Q0126;B;az IP a vezetékek keresztmetszetét jelöli;false;2;;;;
C0552;Q0126;C;kültérre csak műanyag szekrény építhető;false;3;;;;
C0553;Q0126;D;az IP csak beltérben használható;false;4;;;;
C0554;Q0127;A;true;true;1;;;;
C0555;Q0127;B;false;false;2;;;;
C0556;Q0128;A;a villámáram behatolásának megakadályozása a védett térbe;true;1;;;;
C0557;Q0128;B;a vezetékek színének egységesítése;false;2;;;;
C0558;Q0128;C;a kismegszakítók gyorsabb kioldása;false;3;;;;
C0559;Q0128;D;a fogyasztásmérő hely kialakítása;false;4;;;;
C0560;Q0129;A;true;true;1;;;;
C0561;Q0129;B;false;false;2;;;;
C0562;Q0130;A;erőművek, hálózati összeköttetések és állomások;true;1;;;;
C0563;Q0130;B;csak a fogyasztók és a kapcsolók;false;2;;;;
C0564;Q0130;C;relék, biztosítók és lámpatestek;false;3;;;;
C0565;Q0130;D;dugaljak, lámpák és kapcsolók;false;4;;;;
C0566;Q0131;A;true;true;1;;;;
C0567;Q0131;B;false;false;2;;;;
C0568;Q0132;A;MSZ 447;true;1;;;;
C0569;Q0132;B;MSZ EN 60204-1;false;2;;;;
C0570;Q0132;C;MSZ EN 61439;false;3;;;;
C0571;Q0132;D;MSZ EN 62305;false;4;;;;
C0572;Q0133;A;true;true;1;;;;
C0573;Q0133;B;false;false;2;;;;
C0574;Q0134;A;1%;true;1;;;;
C0575;Q0134;B;2%;false;2;;;;
C0576;Q0134;C;3%;false;3;;;;
C0577;Q0134;D;5%;false;4;;;;
C0578;Q0135;A;true;true;1;;;;
C0579;Q0135;B;false;false;2;;;;
C0580;Q0136;A;6 lakás és 20 kW;true;1;;;;
C0581;Q0136;B;8 lakás és 25 kW;false;2;;;;
C0582;Q0136;C;10 lakás és 30 kW;false;3;;;;
C0583;Q0136;D;4 lakás és 16 kW;false;4;;;;
C0584;Q0137;A;true;true;1;;;;
C0585;Q0137;B;false;false;2;;;;
C0586;Q0138;A;Falon kívüli vagy süllyesztett, fém vagy nehezen éghető anyagból;true;1;;;;
C0587;Q0138;B;Csak falba süllyesztett, mindig műanyagból;false;2;;;;
C0588;Q0138;C;Csak kültéri, mindig alumíniumból;false;3;;;;
C0589;Q0138;D;Csak beltéri, mindig üvegből;false;4;;;;
C0590;Q0139;A;true;true;1;;;;
C0591;Q0139;B;false;false;2;;;;
C0592;Q0140;A;logikai, teljesítmény-, elhelyezkedés- és karbantarthatósági;true;1;;;;
C0593;Q0140;B;csak esztétikai;false;2;;;;
C0594;Q0140;C;csak színezési;false;3;;;;
C0595;Q0140;D;csak költségszerinti;false;4;;;;
C0596;Q0141;A;true;true;1;;;;
C0597;Q0141;B;false;false;2;;;;
C0598;Q0142;A;Külön áramkörről célszerű működniük;true;1;;;;
C0599;Q0142;B;Mindig ugyanarra a világítási körre kell őket kötni;false;2;;;;
C0600;Q0142;C;A dugalj körbe kell őket kötelezően kötni;false;3;;;;
C0601;Q0142;D;Csak soros kapcsolásban használhatók;false;4;;;;
C0602;Q0143;A;true;true;1;;;;
C0603;Q0143;B;false;false;2;;;;
C0604;Q0144;A;IP20;true;1;;;;
C0605;Q0144;B;IP44;false;2;;;;
C0606;Q0144;C;IP54;false;3;;;;
C0607;Q0144;D;IP67;false;4;;;;
C0608;Q0145;A;true;true;1;;;;
C0609;Q0145;B;false;false;2;;;;
C0610;Q0146;A;túlterhelési áram és zárlati áram;true;1;;;;
C0611;Q0146;B;feszültségesés és áramingadozás;false;2;;;;
C0612;Q0146;C;hőveszteség és villámáram;false;3;;;;
C0613;Q0146;D;szivárgóáram és indukáltáram;false;4;;;;
C0614;Q0147;A;true;true;1;;;;
C0615;Q0147;B;false;false;2;;;;
C0616;Q0148;A;Elhajlik és nyitja az áramkört;true;1;;;;
C0617;Q0148;B;Mágnesesen zárja az áramkört;false;2;;;;
C0618;Q0148;C;Csak mérőáramkört nyit;false;3;;;;
C0619;Q0148;D;Nem reagál a melegedésre;false;4;;;;
C0620;Q0149;A;true;true;1;;;;
C0621;Q0149;B;false;false;2;;;;
C0622;Q0150;A;50 V AC és 120 V DC;true;1;;;;
C0623;Q0150;B;230 V AC és 400 V DC;false;2;;;;
C0624;Q0150;C;24 V AC és 48 V DC;false;3;;;;
C0625;Q0150;D;12 V AC és 24 V DC;false;4;;;;
C0626;Q0151;A;true;true;1;;;;
C0627;Q0151;B;false;false;2;;;;
C0628;Q0152;A;Kiegészítő vagy megerősített szigeteléssel rendelkezik, védőkapocs nélkül;true;1;;;;
C0629;Q0152;B;Mindig szükséges hozzá külön PE vezető;false;2;;;;
C0630;Q0152;C;Csak törpefeszültségről működik;false;3;;;;
C0631;Q0152;D;Csak fémházas lehet;false;4;;;;
C0632;Q0153;A;true;true;1;;;;
C0633;Q0153;B;false;false;2;;;;
C0634;Q0154;A;50 V;true;1;;;;
C0635;Q0154;B;120 V;false;2;;;;
C0636;Q0154;C;230 V;false;3;;;;
C0637;Q0154;D;400 V;false;4;;;;
C0638;Q0155;A;true;true;1;;;;
C0639;Q0155;B;false;false;2;;;;
C0640;Q0156;A;RA × Ia ≤ 50 V;true;1;;;;
C0641;Q0156;B;RA × Ia ≥ 230 V;false;2;;;;
C0642;Q0156;C;RA + Ia ≤ 50 V;false;3;;;;
C0643;Q0156;D;RA / Ia ≤ 50 V;false;4;;;;
C0644;Q0157;A;true;true;1;;;;
C0645;Q0157;B;false;false;2;;;;
C0646;Q0158;A;Nem önálló hibavédelmi mód, hanem hatékonyságnövelő eszköz;true;1;;;;
C0647;Q0158;B;Önállóan minden esetben elég a védelemhez;false;2;;;;
C0648;Q0158;C;Csak túláramvédelemre való;false;3;;;;
C0649;Q0158;D;Csak világítási körökben használható;false;4;;;;
C0650;Q0159;A;true;true;1;;;;
C0651;Q0159;B;false;false;2;;;;
C0652;Q0160;A;Védővezető gerincvezetéket, földelővezetőket és fém szerkezeteket;true;1;;;;
C0653;Q0160;B;Csak a lámpatesteket;false;2;;;;
C0654;Q0160;C;Csak a nulla vezetőt;false;3;;;;
C0655;Q0160;D;Csak a biztosítók előtti szakaszt;false;4;;;;
C0656;Q0161;A;true;true;1;;;;
C0657;Q0161;B;false;false;2;;;;
C0658;Q0162;A;felfogó, levezető és földelő;true;1;;;;
C0659;Q0162;B;kapcsoló, biztosító és relé;false;2;;;;
